"part","uk_qty","de_qty"
"12-341966","5","5"
"12-346001","0","0"
"12-351299","0","0"
"12-351309","5","5"
"12-351311","5","5"
"12-351317","3","3"
"12-351318","5","5"
"12-351331","5","5"
"12-351342","5","5"
"12-351350","0","0"
"12-351366","5","5"
"12-351385","3","3"
"12-351405","5","5"
"12-351413","0","0"
"12-351420","5","5"
"12-351433","5","5"
"12-351434","5","5"
"12-351435","5","5"
"12-351436","5","5"
"12-351439","5","5"
"12-351440","5","5"
"12-351474","5","5"
"12-351481","5","5"
"12-351490","5","5"
"12-351491","5","5"
"12-351499","5","5"
"12-351614","5","5"
"12-351615","5","5"
"12-351616","1","1"
"12-351617","1","1"
"12-351618","1","1"
"12-351630","0","0"
"12-351631","0","0"
"12-351632","0","0"
"12-351679","5","5"
"12-351685","2","2"
"12-351703","5","5"
"12-351751","5","5"
"12-351752","0","0"
"12-351753","5","5"
"12-351754","0","0"
"12-351765","5","5"
"12-351766","5","5"
"12-351767","5","5"
"12-351768","5","5"
"12-351769","0","0"
"12-351770","5","5"
"12-351771","5","5"
"12-351798","0","0"
"12-351799","5","5"
"12-351907","5","5"
"12-351949","5","5"
"12-351950","5","5"
"12-351951","5","5"
"12-351952","5","5"
"12-351964","4","4"
"12-351965","5","5"
"12-351966","0","0"
"12-351967","5","5"
"12-351968","5","5"
"12-351970","1","1"
"12-351971","5","5"
"12-351972","5","5"
"12-351973","5","5"
"12-351985","5","5"
"12-351986","5","5"
"12-351987","5","5"
"12-351988","5","5"
"12-351989","5","5"
"12-351990","5","5"
"12-351991","5","5"
"12-351992","5","5"
"12-351993","5","5"
"12-351994","5","5"
"12-351995","0","0"
"12-351996","0","0"
"12-351997","5","5"
"12-351998","5","5"
"12-351999","5","5"
"12-352000","5","5"
"12-352001","0","0"
"12-352002","5","5"
"12-352003","0","0"
"12-352004","1","1"
"12-352005","0","0"
"12-361333","0","0"
"12-361334","5","5"
"12-820890","0","0"
"12-880090","0","0"
"13-006073","5","5"
"13-006078","0","0"
"13-006081","0","0"
"13-006086","0","0"
"13-006087","0","0"
"13-016015","0","0"
"13-016019","0","0"
"13-016020","2","2"
"13-016023","0","0"
"13-016024","0","0"
"13-016025","0","0"
"13-016026","0","0"
"13-016027","0","0"
"13-016032","0","0"
"13-016034","0","0"
"13-016036","0","0"
"13-016037","0","0"
"13-016052","0","0"
"13-046803","0","0"
"13-046804","0","0"
"13-046805","0","0"
"13-046806","0","0"
"13-046807","0","0"
"13-046808","0","0"
"13-046809","0","0"
"13-046810","0","0"
"13-046815","0","0"
"13-046816","0","0"
"13-046817","0","0"
"13-046820","0","0"
"13-046821","0","0"
"13-046850","0","0"
"13-046851","0","0"
"13-046852","0","0"
"13-046853","0","0"
"13-046854","0","0"
"13-046855","0","0"
"13-046856","0","0"
"13-046860","0","0"
"13-046861","0","0"
"13-056039","0","0"
"13-056403","0","0"
"13-056404","0","0"
"13-056407","0","0"
"13-056411","0","0"
"13-056412","0","0"
"13-056450","0","0"
"13-056451","0","0"
"13-056452","0","0"
"13-056453","0","0"
"13-056454","0","0"
"13-056455","0","0"
"13-056456","0","0"
"13-056457","0","0"
"13-056458","0","0"
"13-056459","0","0"
"13-056460","0","0"
"13-056461","0","0"
"13-056462","0","0"
"13-056463","0","0"
"13-056464","0","0"
"13-056465","0","0"
"13-066104","0","0"
"13-066107","0","0"
"13-066108","0","0"
"13-066150","0","0"
"13-066151","0","0"
"13-066152","0","0"
"13-066153","0","0"
"13-066154","0","0"
"13-066155","0","0"
"13-066156","0","0"
"13-066157","0","0"
"13-066158","0","0"
"13-066159","0","0"
"13-066160","0","0"
"13-066161","0","0"
"13-066162","0","0"
"13-066163","0","0"
"13-066164","0","0"
"13-076903","0","0"
"13-076904","0","0"
"13-076905","0","0"
"13-076950","0","0"
"13-076951","0","0"
"13-076956","0","0"
"13-086604","0","0"
"13-086605","0","0"
"13-086650","0","0"
"13-086651","0","0"
"13-086657","0","0"
"13-086658","0","0"
"13-086659","0","0"
"13-086660","0","0"
"13-086661","0","0"
"13-086662","0","0"
"13-086663","0","0"
"13-096250","0","0"
"13-096251","0","0"
"13-096252","0","0"
"13-096253","0","0"
"13-096254","0","0"
"13-096255","0","0"
"13-096256","0","0"
"13-096257","0","0"
"13-096258","0","0"
"13-096259","0","0"
"13-096261","0","0"
"13-096262","0","0"
"13-096263","0","0"
"13-126000","0","0"
"13-126440","0","0"
"13-126441","0","0"
"13-136043","0","0"
"13-141910","0","0"
"13-141914","0","0"
"13-146001","0","0"
"13-146042","0","0"
"13-146044","0","0"
"13-146051","0","0"
"13-146052","0","0"
"13-146054","0","0"
"13-146060","0","0"
"13-146061","0","0"
"13-146062","0","0"
"13-156000","0","0"
"13-156045","0","0"
"13-156046","0","0"
"13-156055","0","0"
"13-156069","0","0"
"13-156084","0","0"
"13-216033","0","0"
"13-216035","0","0"
"13-216036","0","0"
"13-216041","0","0"
"13-216045","0","0"
"13-216047","0","0"
"13-216049","0","0"
"13-216050","0","0"
"13-216057","0","0"
"13-216060","0","0"
"13-216065","0","0"
"13-216066","0","0"
"13-216074","0","0"
"13-216085","0","0"
"13-216089","0","0"
"13-216090","0","0"
"13-216098","0","0"
"13-216099","0","0"
"13-226001","0","0"
"13-226002","0","0"
"13-226004","0","0"
"13-226005","0","0"
"13-226006","0","0"
"13-226007","0","0"
"13-226008","0","0"
"13-226011","1","1"
"13-226012","4","4"
"13-226028","0","0"
"13-226029","0","0"
"13-226030","0","0"
"13-226031","0","0"
"13-226071","0","0"
"13-226088","0","0"
"13-236033","0","0"
"13-236034","0","0"
"13-236037","0","0"
"13-236038","0","0"
"13-236040","0","0"
"13-236053","0","0"
"13-250001","0","0"
"13-250002","0","0"
"13-296067","0","0"
"13-306750","0","0"
"13-306751","0","0"
"13-306752","0","0"
"13-346058","0","0"
"13-346059","0","0"
"13-356048","0","0"
"13-366063","0","0"
"13-991900","0","0"
"13-991901","0","0"
"13-992000","0","0"
"13-992001","0","0"
"13-992002","0","0"
"13-992003","0","0"
"13-992004","0","0"
"13-992005","0","0"
"13-992100","0","0"
"13-992101","0","0"
"13-992102","0","0"
"13-992103","0","0"
"13-992200","0","0"
"13-992201","0","0"
"13-992202","0","0"
"13-992203","0","0"
"13-992204","0","0"
"13-992205","0","0"
"13-992206","0","0"
"13-992300","0","0"
"13-992301","0","0"
"13-992302","0","0"
"13-992303","0","0"
"13-992304","0","0"
"13-992305","0","0"
"13-992306","0","0"
"13-992307","0","0"
"13-992308","0","0"
"13-992309","0","0"
"13-992310","0","0"
"13-992400","0","0"
"13-992401","0","0"
"13-992402","0","0"
"13-992403","0","0"
"13-992404","0","0"
"13-992405","0","0"
"13-992500","0","0"
"13-992501","0","0"
"13-992502","0","0"
"13-992503","0","0"
"13-992600","5","5"
"13-992601","0","0"
"13-992602","0","0"
"13-992603","0","0"
"13-992604","0","0"
"13-992700","0","0"
"13-992701","0","0"
"13-992702","0","0"
"13-992703","0","0"
"13-992800","0","0"
"13-992801","0","0"
"13-992802","0","0"
"13-992900","0","0"
"13-992901","0","0"
"13-992902","0","0"
"13-992903","0","0"
"13-992904","0","0"
"13-992905","0","0"
"13-993000","0","0"
"13-993001","0","0"
"13-993002","0","0"
"13-993003","0","0"
"13-993004","0","0"
"13-993005","0","0"
"13-993006","0","0"
"13-993007","0","0"
"13-993008","0","0"
"13-993200","0","0"
"13-993201","0","0"
"13-993202","0","0"
"13-993203","0","0"
"13-993204","0","0"
"13-993205","0","0"
"13-993206","0","0"
"13-993207","0","0"
"13-993208","0","0"
"13-993209","0","0"
"13-993210","0","0"
"13-993300","0","0"
"13-993400","0","0"
"13-993401","0","0"
"13-993402","0","0"
"13-993403","0","0"
"13-993404","0","0"
"13-993500","0","0"
"13-993900","0","0"
"13-993901","0","0"
"13-993902","0","0"
"14-006073","2","2"
"14-006078","0","0"
"14-006081","0","0"
"14-006086","0","0"
"14-006087","0","0"
"14-016015","0","0"
"14-016019","0","0"
"14-016020","0","0"
"14-016023","0","0"
"14-016024","0","0"
"14-016025","0","0"
"14-016026","2","2"
"14-016027","0","0"
"14-016032","0","0"
"14-016034","0","0"
"14-016036","5","5"
"14-016037","0","0"
"14-016039","0","0"
"14-016052","5","5"
"14-016053","5","5"
"14-016054","5","5"
"14-046803","5","5"
"14-046804","0","0"
"14-046805","0","0"
"14-046806","0","0"
"14-046807","4","4"
"14-046808","0","0"
"14-046809","0","0"
"14-046810","0","0"
"14-046815","2","2"
"14-046816","5","5"
"14-046817","4","4"
"14-046820","0","0"
"14-046821","2","2"
"14-046850","0","0"
"14-046851","0","0"
"14-046852","5","5"
"14-046853","0","0"
"14-046854","0","0"
"14-046855","0","0"
"14-046856","0","0"
"14-046860","0","0"
"14-046861","0","0"
"14-046862","5","5"
"14-046863","5","5"
"14-056403","0","0"
"14-056404","0","0"
"14-056407","5","5"
"14-056411","0","0"
"14-056412","0","0"
"14-056450","0","0"
"14-056451","0","0"
"14-056452","0","0"
"14-056453","0","0"
"14-056454","0","0"
"14-056455","0","0"
"14-056456","0","0"
"14-056457","0","0"
"14-056458","0","0"
"14-056459","5","5"
"14-056460","5","5"
"14-056461","0","0"
"14-056462","0","0"
"14-056463","0","0"
"14-056464","2","2"
"14-056465","0","0"
"14-066104","0","0"
"14-066107","0","0"
"14-066108","0","0"
"14-066150","0","0"
"14-066151","0","0"
"14-066152","0","0"
"14-066153","0","0"
"14-066154","0","0"
"14-066155","0","0"
"14-066156","0","0"
"14-066157","0","0"
"14-066158","0","0"
"14-066159","0","0"
"14-066160","0","0"
"14-066161","0","0"
"14-066162","0","0"
"14-066163","0","0"
"14-066164","0","0"
"14-066165","5","5"
"14-066166","5","5"
"14-066167","5","5"
"14-066168","0","0"
"14-066169","0","0"
"14-076903","0","0"
"14-076904","5","5"
"14-076905","0","0"
"14-076950","0","0"
"14-076951","0","0"
"14-076956","2","2"
"14-076975","0","0"
"14-086604","5","5"
"14-086605","0","0"
"14-086650","0","0"
"14-086651","5","5"
"14-086657","0","0"
"14-086658","0","0"
"14-086659","0","0"
"14-086660","0","0"
"14-086661","5","5"
"14-086662","0","0"
"14-086663","0","0"
"14-096250","4","4"
"14-096251","0","0"
"14-096252","0","0"
"14-096253","5","5"
"14-096254","0","0"
"14-096255","0","0"
"14-096256","0","0"
"14-096257","1","1"
"14-096258","5","5"
"14-096259","2","2"
"14-096261","0","0"
"14-096262","5","5"
"14-096263","5","5"
"14-126000","0","0"
"14-126440","0","0"
"14-126441","0","0"
"14-136043","0","0"
"14-141910","0","0"
"14-141914","0","0"
"14-146001","5","5"
"14-146042","0","0"
"14-146044","5","5"
"14-146051","0","0"
"14-146052","0","0"
"14-146054","5","5"
"14-146060","0","0"
"14-146061","0","0"
"14-146062","5","5"
"14-146063","0","0"
"14-146064","5","5"
"14-146065","5","5"
"14-146066","5","5"
"14-146067","5","5"
"14-146068","5","5"
"14-146069","0","0"
"14-146070","0","0"
"14-146071","5","5"
"14-146072","5","5"
"14-156000","5","5"
"14-156045","5","5"
"14-156046","5","5"
"14-156055","0","0"
"14-156069","0","0"
"14-156084","0","0"
"14-156100","5","5"
"14-156101","5","5"
"14-156102","0","0"
"14-156103","0","0"
"14-160001","0","0"
"14-160002","0","0"
"14-166001","5","5"
"14-166002","5","5"
"14-166003","5","5"
"14-166004","5","5"
"14-216033","5","5"
"14-216035","5","5"
"14-216036","5","5"
"14-216041","5","5"
"14-216045","5","5"
"14-216047","5","5"
"14-216049","5","5"
"14-216050","5","5"
"14-216057","5","5"
"14-216060","5","5"
"14-216065","5","5"
"14-216066","0","0"
"14-216074","5","5"
"14-216075","5","5"
"14-216085","5","5"
"14-216089","5","5"
"14-216090","0","0"
"14-216098","0","0"
"14-216099","5","5"
"14-216100","1","1"
"14-216101","5","5"
"14-216102","5","5"
"14-216103","5","5"
"14-216104","0","0"
"14-216105","5","5"
"14-216106","5","5"
"14-216107","0","0"
"14-216108","5","5"
"14-216109","5","5"
"14-216110","5","5"
"14-216111","4","4"
"14-216112","5","5"
"14-216113","0","0"
"14-216114","5","5"
"14-216115","0","0"
"14-216116","0","0"
"14-216117","5","5"
"14-216118","5","5"
"14-216119","5","5"
"14-216120","0","0"
"14-216121","0","0"
"14-216122","0","0"
"14-216123","0","0"
"14-216124","0","0"
"14-216125","5","5"
"14-216126","0","0"
"14-226001","0","0"
"14-226002","0","0"
"14-226004","5","5"
"14-226005","5","5"
"14-226006","2","2"
"14-226007","0","0"
"14-226008","0","0"
"14-226011","0","0"
"14-226012","0","0"
"14-226028","0","0"
"14-226029","0","0"
"14-226030","0","0"
"14-226031","0","0"
"14-226071","0","0"
"14-226088","0","0"
"14-236033","0","0"
"14-236034","0","0"
"14-236037","5","5"
"14-236038","5","5"
"14-236040","5","5"
"14-236053","5","5"
"14-236091","5","5"
"14-236092","5","5"
"14-236093","5","5"
"14-236094","5","5"
"14-236095","5","5"
"14-236096","0","0"
"14-236097","5","5"
"14-236098","5","5"
"14-236099","5","5"
"14-236100","5","5"
"14-276001","0","0"
"14-296067","0","0"
"14-306750","5","5"
"14-306751","0","0"
"14-306752","0","0"
"14-346058","0","0"
"14-346059","0","0"
"14-346060","5","5"
"14-346061","5","5"
"14-346062","0","0"
"14-346063","5","5"
"14-346064","0","0"
"14-356048","5","5"
"14-356049","0","0"
"14-356050","5","5"
"14-356051","5","5"
"14-356052","5","5"
"14-356053","5","5"
"14-356054","5","5"
"14-356055","5","5"
"14-356056","5","5"
"14-356057","5","5"
"14-356058","5","5"
"14-356059","0","0"
"14-356060","0","0"
"14-356061","5","5"
"14-356062","5","5"
"14-356063","5","5"
"14-356064","5","5"
"14-356065","5","5"
"14-356066","5","5"
"14-356067","5","5"
"14-356068","5","5"
"14-356069","5","5"
"14-356070","5","5"
"14-356071","5","5"
"14-356072","5","5"
"14-356073","5","5"
"14-356074","5","5"
"14-356075","5","5"
"14-356076","5","5"
"14-356077","5","5"
"14-356078","5","5"
"14-356079","5","5"
"14-356080","0","0"
"14-356081","0","0"
"14-356082","0","0"
"14-356083","0","0"
"14-366063","0","0"
"15-091240","0","0"
"15-091250","0","0"
"15-210001","0","0"
"15-210002","0","0"
"15-210003","0","0"
"15-210004","0","0"
"15-271370","0","0"
"15-272370","0","0"
"16-010010","0","0"
"16-010020","0","0"
"16-010030","0","0"
"16-010040","0","0"
"16-060010","0","0"
"16-060020","0","0"
"16-080010","0","0"
"16-080020","0","0"
"16-080030","0","0"
"16-080040","0","0"
"16-080050","0","0"
"16-080060","0","0"
"16-080070","0","0"
"16-080080","0","0"
"16-080090","0","0"
"16-080100","0","0"
"16-080110","0","0"
"16-080120","0","0"
"16-080130","0","0"
"16-080140","0","0"
"16-080150","0","0"
"16-080160","0","0"
"16-080170","0","0"
"16-080180","0","0"
"16-080190","0","0"
"16-080200","0","0"
"16-080210","0","0"
"16-080220","0","0"
"16-080230","0","0"
"16-080240","0","0"
"16-080250","0","0"
"16-080260","0","0"
"16-080270","0","0"
"16-140010","3","3"
"16-140020","0","0"
"16-140030","0","0"
"16-140040","0","0"
"16-160010","5","5"
"16-200010","0","0"
"16-210010","5","5"
"16-210020","0","0"
"16-210030","5","5"
"16-210040","5","5"
"16-210050","5","5"
"16-210060","0","0"
"16-210070","1","1"
"16-210080","5","5"
"16-210090","5","5"
"16-210100","5","5"
"16-210110","0","0"
"16-210120","0","0"
"16-210130","5","5"
"16-210140","0","0"
"16-210150","0","0"
"16-210160","5","5"
"16-210170","0","0"
"16-210180","0","0"
"16-210190","0","0"
"16-210200","0","0"
"16-230010","5","5"
"16-230020","0","0"
"16-230030","5","5"
"16-230040","0","0"
"16-230050","0","0"
"16-230060","0","0"
"16-230070","5","5"
"16-230080","0","0"
"16-230090","0","0"
"16-230100","0","0"
"16-290010","5","5"
"16-290020","0","0"
"16-300010","5","5"
"18-001100","0","0"
"18-001110","0","0"
"18-001121","0","0"
"18-001130","5","5"
"18-001140","0","0"
"18-001151","2","2"
"18-001160","0","0"
"18-001171","0","0"
"18-001200","0","0"
"18-001260","0","0"
"18-001291","0","0"
"18-001301","1","1"
"18-001350","5","5"
"18-001351","5","5"
"18-001370","2","2"
"18-001420","0","0"
"18-001430","1","1"
"18-001440","1","1"
"18-001480","0","0"
"18-001540","0","0"
"18-001551","0","0"
"18-001561","0","0"
"18-001570","0","0"
"18-001581","0","0"
"18-001590","0","0"
"18-001600","0","0"
"18-002100","2","2"
"18-002110","5","5"
"18-002120","0","0"
"18-002131","0","0"
"18-002140","0","0"
"18-002151","2","2"
"18-002160","3","3"
"18-002171","0","0"
"18-002190","0","0"
"18-002200","0","0"
"18-002260","0","0"
"18-002311","0","0"
"18-002340","2","2"
"18-002350","5","5"
"18-002351","5","5"
"18-002370","2","2"
"18-002401","2","2"
"18-002420","1","1"
"18-002430","1","1"
"18-002440","1","1"
"18-002450","0","0"
"18-002480","0","0"
"18-002491","2","2"
"18-002501","2","2"
"18-002540","0","0"
"18-002551","0","0"
"18-002561","0","0"
"18-002570","0","0"
"18-002581","5","5"
"18-002590","0","0"
"18-002600","0","0"
"18-003011","0","0"
"18-003020","2","2"
"18-003030","0","0"
"18-003050","0","0"
"18-003070","0","0"
"18-003080","0","0"
"18-003100","0","0"
"18-003121","0","0"
"18-003140","0","0"
"18-003150","0","0"
"18-003160","2","2"
"18-003181","1","1"
"18-003190","0","0"
"18-003220","0","0"
"18-003270","2","2"
"18-011050","0","0"
"18-011061","0","0"
"18-011070","5","5"
"18-011071","5","5"
"18-011081","0","0"
"18-011090","5","5"
"18-011091","5","5"
"18-011121","0","0"
"18-011180","5","5"
"18-011190","5","5"
"18-011200","5","5"
"18-011201","5","5"
"18-011230","0","0"
"18-011251","0","0"
"18-011261","2","2"
"18-011290","5","5"
"18-011300","0","0"
"18-011311","5","5"
"18-011330","5","5"
"18-011340","5","5"
"18-011350","0","0"
"18-011361","0","0"
"18-011380","2","2"
"18-011421","5","5"
"18-011450","0","0"
"18-011480","5","5"
"18-011491","5","5"
"18-011530","0","0"
"18-011540","5","5"
"18-011560","5","5"
"18-011570","5","5"
"18-011580","5","5"
"18-011590","5","5"
"18-011600","0","0"
"18-011621","0","0"
"18-011630","5","5"
"18-011640","5","5"
"18-011650","5","5"
"18-011661","5","5"
"18-011670","5","5"
"18-011671","5","5"
"18-011680","5","5"
"18-011690","5","5"
"18-011700","5","5"
"18-011711","5","5"
"18-011721","5","5"
"18-011731","5","5"
"18-011740","5","5"
"18-011750","5","5"
"18-011760","5","5"
"18-011770","1","1"
"18-011780","5","5"
"18-011790","5","5"
"18-011800","5","5"
"18-011810","0","0"
"18-011820","5","5"
"18-011830","5","5"
"18-011840","5","5"
"18-011850","5","5"
"18-011860","5","5"
"18-011870","5","5"
"18-011880","5","5"
"18-011890","5","5"
"18-011900","0","0"
"18-011910","5","5"
"18-011920","5","5"
"18-011930","5","5"
"18-011941","0","0"
"18-011950","5","5"
"18-011960","0","0"
"18-011970","0","0"
"18-011980","0","0"
"18-011990","5","5"
"18-012021","2","2"
"18-012050","0","0"
"18-012061","0","0"
"18-012070","5","5"
"18-012071","5","5"
"18-012080","5","5"
"18-012081","5","5"
"18-012171","2","2"
"18-012180","5","5"
"18-012190","5","5"
"18-012200","5","5"
"18-012201","5","5"
"18-012251","0","0"
"18-012261","1","1"
"18-012270","5","5"
"18-012280","5","5"
"18-012290","0","0"
"18-012300","0","0"
"18-012311","0","0"
"18-012330","5","5"
"18-012340","5","5"
"18-012350","0","0"
"18-012361","0","0"
"18-012401","3","3"
"18-012421","1","1"
"18-012450","0","0"
"18-012480","5","5"
"18-012491","5","5"
"18-012530","0","0"
"18-012540","4","4"
"18-012560","5","5"
"18-012570","0","0"
"18-012580","5","5"
"18-012590","5","5"
"18-012600","5","5"
"18-012630","5","5"
"18-012640","0","0"
"18-012650","0","0"
"18-012661","1","1"
"18-012670","0","0"
"18-012671","0","0"
"18-012680","0","0"
"18-012690","5","5"
"18-012700","5","5"
"18-012711","0","0"
"18-012721","5","5"
"18-012731","5","5"
"18-012740","5","5"
"18-012750","0","0"
"18-012760","0","0"
"18-012780","5","5"
"18-012790","5","5"
"18-012800","1","1"
"18-012810","5","5"
"18-012820","0","0"
"18-012830","5","5"
"18-012840","5","5"
"18-012850","5","5"
"18-012860","5","5"
"18-012870","5","5"
"18-012880","5","5"
"18-012890","5","5"
"18-012900","5","5"
"18-012910","0","0"
"18-012920","0","0"
"18-012930","5","5"
"18-012941","1","1"
"18-012950","5","5"
"18-012960","0","0"
"18-012970","0","0"
"18-012980","0","0"
"18-012990","5","5"
"18-013010","0","0"
"18-013020","0","0"
"18-013031","0","0"
"18-013090","0","0"
"18-013100","0","0"
"18-015010","5","5"
"18-015020","5","5"
"18-015030","5","5"
"18-015040","5","5"
"18-015050","5","5"
"18-015060","0","0"
"18-015070","0","0"
"18-015080","5","5"
"18-015090","0","0"
"18-015100","0","0"
"18-015110","0","0"
"18-015120","0","0"
"18-015130","5","5"
"18-015140","0","0"
"18-016010","0","0"
"18-016020","0","0"
"18-016030","0","0"
"18-016040","0","0"
"18-016050","5","5"
"18-016060","0","0"
"18-016070","0","0"
"18-016080","5","5"
"18-016090","0","0"
"18-016100","0","0"
"18-016110","0","0"
"18-016120","0","0"
"18-016130","5","5"
"18-016140","0","0"
"18-031000","5","5"
"18-031010","5","5"
"18-031021","5","5"
"18-031031","0","0"
"18-031040","0","0"
"18-032000","5","5"
"18-032010","5","5"
"18-032021","5","5"
"18-032031","0","0"
"18-032040","0","0"
"18-041010","0","0"
"18-041011","0","0"
"18-041012","0","0"
"18-041030","0","0"
"18-041031","0","0"
"18-041040","0","0"
"18-041041","0","0"
"18-041090","0","0"
"18-041100","3","3"
"18-041150","5","5"
"18-041151","5","5"
"18-041171","0","0"
"18-041180","0","0"
"18-041181","0","0"
"18-041190","0","0"
"18-041191","0","0"
"18-041220","5","5"
"18-041221","5","5"
"18-041260","0","0"
"18-041261","0","0"
"18-041280","0","0"
"18-041281","0","0"
"18-041291","1","1"
"18-041301","0","0"
"18-041331","5","5"
"18-041371","0","0"
"18-041381","5","5"
"18-041391","0","0"
"18-041411","5","5"
"18-041431","0","0"
"18-041450","5","5"
"18-041470","0","0"
"18-041480","0","0"
"18-041490","5","5"
"18-041500","5","5"
"18-041551","0","0"
"18-041560","5","5"
"18-041570","5","5"
"18-041580","3","3"
"18-041591","5","5"
"18-041600","5","5"
"18-041611","0","0"
"18-041620","5","5"
"18-041630","5","5"
"18-041640","5","5"
"18-041650","3","3"
"18-041661","0","0"
"18-041670","5","5"
"18-041680","0","0"
"18-042010","0","0"
"18-042011","0","0"
"18-042012","0","0"
"18-042020","0","0"
"18-042021","0","0"
"18-042040","0","0"
"18-042060","0","0"
"18-042070","0","0"
"18-042090","0","0"
"18-042150","5","5"
"18-042151","5","5"
"18-042171","0","0"
"18-042180","5","5"
"18-042181","5","5"
"18-042191","0","0"
"18-042220","5","5"
"18-042221","5","5"
"18-042261","0","0"
"18-042280","0","0"
"18-042281","0","0"
"18-042291","1","1"
"18-042331","5","5"
"18-042341","5","5"
"18-042381","5","5"
"18-042391","0","0"
"18-042411","5","5"
"18-042470","0","0"
"18-042480","5","5"
"18-042490","5","5"
"18-042500","5","5"
"18-042560","5","5"
"18-042570","5","5"
"18-042580","5","5"
"18-042591","0","0"
"18-042600","5","5"
"18-042611","0","0"
"18-042620","5","5"
"18-042630","5","5"
"18-042640","5","5"
"18-042650","0","0"
"18-042661","0","0"
"18-042670","5","5"
"18-042680","0","0"
"18-043010","1","1"
"18-043030","0","0"
"18-043040","0","0"
"18-051010","0","0"
"18-051030","0","0"
"18-051031","0","0"
"18-051032","0","0"
"18-051040","0","0"
"18-051041","0","0"
"18-051050","5","5"
"18-051051","5","5"
"18-051060","0","0"
"18-051061","0","0"
"18-051080","0","0"
"18-051081","0","0"
"18-051090","2","2"
"18-051100","0","0"
"18-051101","0","0"
"18-051111","0","0"
"18-051130","0","0"
"18-051131","0","0"
"18-051140","1","1"
"18-051141","1","1"
"18-051150","0","0"
"18-051151","0","0"
"18-051160","0","0"
"18-051161","0","0"
"18-051170","5","5"
"18-051211","0","0"
"18-051281","5","5"
"18-051291","0","0"
"18-051310","0","0"
"18-051381","0","0"
"18-051390","5","5"
"18-051400","5","5"
"18-051411","5","5"
"18-051420","5","5"
"18-051430","0","0"
"18-051440","5","5"
"18-051450","0","0"
"18-051460","5","5"
"18-051470","0","0"
"18-051480","0","0"
"18-051490","0","0"
"18-051500","0","0"
"18-051510","5","5"
"18-051520","0","0"
"18-051530","0","0"
"18-051540","0","0"
"18-051550","5","5"
"18-051560","5","5"
"18-051570","0","0"
"18-051580","5","5"
"18-051590","5","5"
"18-051600","0","0"
"18-051610","0","0"
"18-051621","0","0"
"18-052010","0","0"
"18-052030","0","0"
"18-052031","0","0"
"18-052032","0","0"
"18-052040","0","0"
"18-052041","0","0"
"18-052050","5","5"
"18-052051","5","5"
"18-052060","0","0"
"18-052061","0","0"
"18-052070","0","0"
"18-052071","0","0"
"18-052080","0","0"
"18-052081","0","0"
"18-052090","3","3"
"18-052111","0","0"
"18-052130","0","0"
"18-052131","0","0"
"18-052140","0","0"
"18-052141","0","0"
"18-052160","0","0"
"18-052161","0","0"
"18-052170","5","5"
"18-052211","0","0"
"18-052230","5","5"
"18-052231","5","5"
"18-052232","5","5"
"18-052281","5","5"
"18-052291","0","0"
"18-052310","0","0"
"18-052381","0","0"
"18-052390","5","5"
"18-052400","0","0"
"18-052411","5","5"
"18-052420","5","5"
"18-052430","0","0"
"18-052440","5","5"
"18-052450","0","0"
"18-052460","5","5"
"18-052470","5","5"
"18-052480","0","0"
"18-052490","5","5"
"18-052500","5","5"
"18-052510","0","0"
"18-052520","5","5"
"18-052530","0","0"
"18-052540","0","0"
"18-052550","5","5"
"18-052560","5","5"
"18-052570","5","5"
"18-052580","5","5"
"18-052590","5","5"
"18-052600","5","5"
"18-052610","5","5"
"18-052621","5","5"
"18-053011","0","0"
"18-061011","0","0"
"18-061020","0","0"
"18-061030","0","0"
"18-061031","0","0"
"18-061040","5","5"
"18-061041","5","5"
"18-061042","5","5"
"18-061091","0","0"
"18-061151","0","0"
"18-061210","1","1"
"18-061211","1","1"
"18-061231","0","0"
"18-061261","5","5"
"18-061300","5","5"
"18-061301","5","5"
"18-061330","5","5"
"18-061331","5","5"
"18-061371","5","5"
"18-061372","5","5"
"18-061380","5","5"
"18-061381","5","5"
"18-061561","5","5"
"18-061620","5","5"
"18-061630","0","0"
"18-061650","5","5"
"18-061660","5","5"
"18-061670","5","5"
"18-061680","3","3"
"18-061690","5","5"
"18-061700","1","1"
"18-061710","0","0"
"18-061720","5","5"
"18-061731","5","5"
"18-061740","0","0"
"18-061750","0","0"
"18-061760","0","0"
"18-061770","5","5"
"18-061781","5","5"
"18-061790","0","0"
"18-061800","5","5"
"18-061810","3","3"
"18-061820","5","5"
"18-061830","0","0"
"18-061840","0","0"
"18-061850","5","5"
"18-061860","0","0"
"18-061870","5","5"
"18-061880","0","0"
"18-061890","0","0"
"18-061900","0","0"
"18-061910","0","0"
"18-061920","0","0"
"18-061931","5","5"
"18-061941","0","0"
"18-061951","0","0"
"18-061960","2","2"
"18-061970","2","2"
"18-061980","0","0"
"18-061990","0","0"
"18-062011","0","0"
"18-062020","0","0"
"18-062030","0","0"
"18-062031","0","0"
"18-062040","5","5"
"18-062041","5","5"
"18-062042","5","5"
"18-062151","0","0"
"18-062210","0","0"
"18-062211","0","0"
"18-062231","0","0"
"18-062261","5","5"
"18-062320","0","0"
"18-062321","0","0"
"18-062330","5","5"
"18-062331","5","5"
"18-062340","0","0"
"18-062341","0","0"
"18-062371","5","5"
"18-062372","5","5"
"18-062380","5","5"
"18-062381","5","5"
"18-062521","1","1"
