"part","uk_qty","de_qty"
"18-216140","0","0"
"18-216150","0","0"
"18-216160","0","0"
"18-216170","5","5"
"18-216180","0","0"
"18-216190","0","0"
"18-216200","5","5"
"18-216210","5","5"
"18-216220","5","5"
"18-216230","0","0"
"18-216240","0","0"
"18-216250","5","5"
"18-216260","5","5"
"18-216270","0","0"
"18-216280","0","0"
"18-216290","0","0"
"18-216300","0","0"
"18-216310","0","0"
"18-216320","0","0"
"18-216330","0","0"
"18-216341","0","0"
"18-216350","5","5"
"18-216360","0","0"
"18-216370","5","5"
"18-216380","0","0"
"18-216390","0","0"
"18-216400","0","0"
"18-216410","0","0"
"18-216420","0","0"
"18-216430","0","0"
"18-216440","5","5"
"18-216450","0","0"
"18-221010","0","0"
"18-221011","0","0"
"18-221020","0","0"
"18-221021","0","0"
"18-221031","0","0"
"18-221060","4","4"
"18-221061","4","4"
"18-221091","0","0"
"18-221101","0","0"
"18-221110","0","0"
"18-221111","0","0"
"18-221121","0","0"
"18-221131","0","0"
"18-221140","5","5"
"18-221141","5","5"
"18-221151","1","1"
"18-221171","4","4"
"18-221181","0","0"
"18-221191","0","0"
"18-221201","0","0"
"18-221231","5","5"
"18-221250","2","2"
"18-221260","2","2"
"18-221270","0","0"
"18-221280","0","0"
"18-221301","5","5"
"18-221310","5","5"
"18-221321","5","5"
"18-221330","0","0"
"18-221340","0","0"
"18-221350","5","5"
"18-221360","5","5"
"18-221370","5","5"
"18-221380","5","5"
"18-221390","5","5"
"18-221400","0","0"
"18-221411","0","0"
"18-221430","5","5"
"18-222010","0","0"
"18-222020","0","0"
"18-222021","0","0"
"18-222031","0","0"
"18-222041","0","0"
"18-222060","5","5"
"18-222061","5","5"
"18-222070","0","0"
"18-222071","0","0"
"18-222091","0","0"
"18-222101","0","0"
"18-222110","0","0"
"18-222111","0","0"
"18-222121","0","0"
"18-222131","0","0"
"18-222141","0","0"
"18-222151","0","0"
"18-222161","0","0"
"18-222171","5","5"
"18-222181","0","0"
"18-222201","0","0"
"18-222231","0","0"
"18-222241","5","5"
"18-222250","5","5"
"18-222260","0","0"
"18-222270","0","0"
"18-222280","0","0"
"18-222301","5","5"
"18-222310","5","5"
"18-222321","4","4"
"18-222330","5","5"
"18-222340","0","0"
"18-222350","2","2"
"18-222360","5","5"
"18-222370","5","5"
"18-222380","5","5"
"18-222390","5","5"
"18-222400","0","0"
"18-222411","5","5"
"18-222420","0","0"
"18-222430","0","0"
"18-223021","0","0"
"18-223050","0","0"
"18-223070","0","0"
"18-223080","0","0"
"18-223090","1","1"
"18-223100","0","0"
"18-223110","0","0"
"18-223130","0","0"
"18-226010","0","0"
"18-226011","0","0"
"18-226020","0","0"
"18-226021","1","1"
"18-226030","0","0"
"18-226031","0","0"
"18-226040","1","1"
"18-226041","1","1"
"18-226051","5","5"
"18-226061","3","3"
"18-226071","5","5"
"18-226081","2","2"
"18-231010","0","0"
"18-231011","0","0"
"18-231020","2","2"
"18-231021","5","5"
"18-231030","5","5"
"18-231031","5","5"
"18-231040","5","5"
"18-231041","5","5"
"18-231050","3","3"
"18-231051","5","5"
"18-231060","5","5"
"18-231061","5","5"
"18-231070","5","5"
"18-231080","0","0"
"18-231081","5","5"
"18-231090","0","0"
"18-231091","0","0"
"18-231100","0","0"
"18-231101","0","0"
"18-231110","5","5"
"18-231120","5","5"
"18-231140","5","5"
"18-231150","5","5"
"18-231160","5","5"
"18-231171","5","5"
"18-231180","5","5"
"18-231190","5","5"
"18-231200","5","5"
"18-231210","5","5"
"18-231220","5","5"
"18-231230","5","5"
"18-231240","5","5"
"18-231250","5","5"
"18-231261","5","5"
"18-231270","5","5"
"18-231280","5","5"
"18-231281","0","0"
"18-231290","5","5"
"18-231300","5","5"
"18-231310","0","0"
"18-231320","5","5"
"18-231330","5","5"
"18-231340","5","5"
"18-231350","5","5"
"18-231360","0","0"
"18-231370","5","5"
"18-231380","0","0"
"18-231391","0","0"
"18-231401","0","0"
"18-231410","5","5"
"18-231420","5","5"
"18-231430","0","0"
"18-231440","0","0"
"18-231450","0","0"
"18-231460","0","0"
"18-231470","0","0"
"18-231480","0","0"
"18-231490","0","0"
"18-231500","0","0"
"18-231510","0","0"
"18-231520","0","0"
"18-231530","0","0"
"18-231540","0","0"
"18-231550","5","5"
"18-231560","0","0"
"18-231570","0","0"
"18-231580","0","0"
"18-231590","0","0"
"18-232010","4","4"
"18-232011","4","4"
"18-232020","5","5"
"18-232021","5","5"
"18-232030","5","5"
"18-232031","5","5"
"18-232040","5","5"
"18-232041","5","5"
"18-232050","5","5"
"18-232051","5","5"
"18-232060","2","2"
"18-232061","0","0"
"18-232070","5","5"
"18-232080","2","2"
"18-232081","5","5"
"18-232090","0","0"
"18-232091","0","0"
"18-232100","0","0"
"18-232101","0","0"
"18-232110","3","3"
"18-232120","5","5"
"18-232140","5","5"
"18-232150","5","5"
"18-232160","5","5"
"18-232171","5","5"
"18-232180","5","5"
"18-232190","5","5"
"18-232200","5","5"
"18-232210","0","0"
"18-232220","5","5"
"18-232230","0","0"
"18-232240","5","5"
"18-232250","5","5"
"18-232261","5","5"
"18-232270","5","5"
"18-232280","0","0"
"18-232281","0","0"
"18-232290","5","5"
"18-232300","5","5"
"18-232310","5","5"
"18-232320","5","5"
"18-232330","5","5"
"18-232340","5","5"
"18-232350","0","0"
"18-232360","5","5"
"18-232370","5","5"
"18-232380","5","5"
"18-232391","0","0"
"18-232401","0","0"
"18-232410","0","0"
"18-232420","0","0"
"18-232430","5","5"
"18-232440","0","0"
"18-232450","0","0"
"18-232460","0","0"
"18-232470","0","0"
"18-232480","0","0"
"18-232490","0","0"
"18-232500","0","0"
"18-232510","0","0"
"18-232520","0","0"
"18-232530","0","0"
"18-232540","0","0"
"18-232550","0","0"
"18-232560","0","0"
"18-232570","0","0"
"18-232580","0","0"
"18-232590","5","5"
"18-251011","0","0"
"18-251020","0","0"
"18-251031","0","0"
"18-251040","5","5"
"18-251051","5","5"
"18-252011","0","0"
"18-252020","0","0"
"18-252031","0","0"
"18-252040","5","5"
"18-252051","0","0"
"18-253011","1","1"
"18-253021","0","0"
"18-253031","1","1"
"18-253041","0","0"
"18-253060","0","0"
"18-253070","0","0"
"18-253081","5","5"
"18-261020","4","4"
"18-261030","0","0"
"18-262020","0","0"
"18-263010","0","0"
"18-263020","0","0"
"18-271010","0","0"
"18-271011","0","0"
"18-271012","0","0"
"18-271020","0","0"
"18-271021","0","0"
"18-271031","5","5"
"18-271040","5","5"
"18-271280","0","0"
"18-271281","0","0"
"18-271290","0","0"
"18-271291","0","0"
"18-271292","0","0"
"18-271300","0","0"
"18-271301","0","0"
"18-271310","0","0"
"18-271311","0","0"
"18-271312","0","0"
"18-271320","3","3"
"18-271321","3","3"
"18-271330","0","0"
"18-271331","0","0"
"18-271340","0","0"
"18-271341","0","0"
"18-271350","5","5"
"18-271361","0","0"
"18-271371","0","0"
"18-271381","3","3"
"18-271390","0","0"
"18-271401","0","0"
"18-271411","5","5"
"18-271421","0","0"
"18-271430","0","0"
"18-271440","5","5"
"18-271450","0","0"
"18-271460","5","5"
"18-271471","5","5"
"18-271480","3","3"
"18-271490","0","0"
"18-271500","3","3"
"18-271511","0","0"
"18-271520","3","3"
"18-272010","0","0"
"18-272011","0","0"
"18-272012","0","0"
"18-272020","0","0"
"18-272021","0","0"
"18-272031","0","0"
"18-272040","0","0"
"18-272280","0","0"
"18-272281","0","0"
"18-272290","0","0"
"18-272291","0","0"
"18-272292","0","0"
"18-272300","0","0"
"18-272301","0","0"
"18-272310","0","0"
"18-272311","0","0"
"18-272312","0","0"
"18-272320","0","0"
"18-272321","0","0"
"18-272330","0","0"
"18-272331","0","0"
"18-272340","0","0"
"18-272341","0","0"
"18-272350","5","5"
"18-272361","5","5"
"18-272371","0","0"
"18-272381","5","5"
"18-272390","5","5"
"18-272401","5","5"
"18-272411","5","5"
"18-272421","0","0"
"18-272430","0","0"
"18-272440","5","5"
"18-272450","5","5"
"18-272460","5","5"
"18-272471","5","5"
"18-272480","0","0"
"18-272490","0","0"
"18-272500","0","0"
"18-272511","0","0"
"18-272520","0","0"
"18-273011","5","5"
"18-273021","5","5"
"18-273031","5","5"
"18-273040","0","0"
"18-273041","0","0"
"18-273050","5","5"
"18-273060","5","5"
"18-273061","5","5"
"18-273071","0","0"
"18-291010","5","5"
"18-291011","5","5"
"18-291020","0","0"
"18-291030","5","5"
"18-291031","5","5"
"18-291040","5","5"
"18-291041","5","5"
"18-291042","5","5"
"18-291051","5","5"
"18-291061","5","5"
"18-291071","5","5"
"18-291080","5","5"
"18-291091","4","4"
"18-291092","5","5"
"18-291101","0","0"
"18-291102","0","0"
"18-291111","5","5"
"18-291121","5","5"
"18-291130","0","0"
"18-291131","5","5"
"18-291140","5","5"
"18-291141","5","5"
"18-291150","5","5"
"18-291160","5","5"
"18-291170","5","5"
"18-291171","5","5"
"18-291172","5","5"
"18-291181","5","5"
"18-291190","5","5"
"18-291200","0","0"
"18-291210","5","5"
"18-291220","5","5"
"18-291230","5","5"
"18-291240","5","5"
"18-291251","5","5"
"18-291260","0","0"
"18-291270","0","0"
"18-291272","0","0"
"18-291280","5","5"
"18-291290","5","5"
"18-291301","5","5"
"18-291310","0","0"
"18-291320","5","5"
"18-291330","5","5"
"18-291340","0","0"
"18-291350","0","0"
"18-291361","0","0"
"18-291371","5","5"
"18-291380","5","5"
"18-291390","0","0"
"18-291400","3","3"
"18-291410","5","5"
"18-291420","3","3"
"18-291440","5","5"
"18-291451","5","5"
"18-291460","5","5"
"18-291471","0","0"
"18-291480","5","5"
"18-291490","5","5"
"18-291500","0","0"
"18-291510","5","5"
"18-291520","5","5"
"18-291530","5","5"
"18-291540","0","0"
"18-291550","5","5"
"18-291560","5","5"
"18-291570","2","2"
"18-291581","0","0"
"18-291590","5","5"
"18-291600","0","0"
"18-291611","5","5"
"18-291620","0","0"
"18-291630","0","0"
"18-291640","0","0"
"18-291650","5","5"
"18-291660","0","0"
"18-291671","4","4"
"18-291681","5","5"
"18-291690","0","0"
"18-291700","0","0"
"18-291710","5","5"
"18-291720","0","0"
"18-291730","5","5"
"18-291740","5","5"
"18-291750","1","1"
"18-291760","0","0"
"18-291770","5","5"
"18-291780","5","5"
"18-291790","5","5"
"18-291800","5","5"
"18-291810","5","5"
"18-291820","5","5"
"18-291830","5","5"
"18-291840","5","5"
"18-291850","5","5"
"18-291860","0","0"
"18-291870","5","5"
"18-291880","0","0"
"18-291890","5","5"
"18-291900","0","0"
"18-291910","0","0"
"18-291920","0","0"
"18-291930","0","0"
"18-291940","0","0"
"18-291950","0","0"
"18-291960","0","0"
"18-291970","0","0"
"18-291980","0","0"
"18-292010","5","5"
"18-292011","5","5"
"18-292020","5","5"
"18-292021","5","5"
"18-292030","5","5"
"18-292031","5","5"
"18-292032","5","5"
"18-292040","5","5"
"18-292041","5","5"
"18-292042","5","5"
"18-292050","5","5"
"18-292051","5","5"
"18-292061","5","5"
"18-292071","5","5"
"18-292080","5","5"
"18-292101","5","5"
"18-292102","5","5"
"18-292111","4","4"
"18-292121","5","5"
"18-292130","0","0"
"18-292131","4","4"
"18-292140","5","5"
"18-292141","5","5"
"18-292150","5","5"
"18-292160","5","5"
"18-292170","5","5"
"18-292171","5","5"
"18-292172","5","5"
"18-292181","5","5"
"18-292190","3","3"
"18-292200","3","3"
"18-292210","5","5"
"18-292220","5","5"
"18-292230","5","5"
"18-292240","5","5"
"18-292251","4","4"
"18-292260","0","0"
"18-292270","0","0"
"18-292272","0","0"
"18-292290","5","5"
"18-292301","5","5"
"18-292310","5","5"
"18-292320","0","0"
"18-292330","5","5"
"18-292340","0","0"
"18-292350","5","5"
"18-292361","5","5"
"18-292371","4","4"
"18-292380","5","5"
"18-292390","5","5"
"18-292400","5","5"
"18-292410","5","5"
"18-292420","0","0"
"18-292431","0","0"
"18-292432","0","0"
"18-292440","0","0"
"18-292451","3","3"
"18-292460","0","0"
"18-292471","5","5"
"18-292480","0","0"
"18-292490","5","5"
"18-292500","0","0"
"18-292510","0","0"
"18-292520","5","5"
"18-292530","5","5"
"18-292540","0","0"
"18-292550","5","5"
"18-292560","0","0"
"18-292570","5","5"
"18-292581","0","0"
"18-292590","5","5"
"18-292600","5","5"
"18-292611","5","5"
"18-292620","0","0"
"18-292630","5","5"
"18-292640","5","5"
"18-292650","5","5"
"18-292660","0","0"
"18-292671","5","5"
"18-292681","5","5"
"18-292690","0","0"
"18-292700","0","0"
"18-292710","0","0"
"18-292720","0","0"
"18-292730","5","5"
"18-292740","5","5"
"18-292750","2","2"
"18-292760","0","0"
"18-292770","5","5"
"18-292780","5","5"
"18-292790","5","5"
"18-292800","0","0"
"18-292810","5","5"
"18-292820","5","5"
"18-292830","5","5"
"18-292840","5","5"
"18-292850","0","0"
"18-292860","0","0"
"18-292870","0","0"
"18-292880","0","0"
"18-292890","0","0"
"18-292900","0","0"
"18-292910","0","0"
"18-292920","0","0"
"18-292930","0","0"
"18-292940","0","0"
"18-292950","0","0"
"18-292960","0","0"
"18-292970","0","0"
"18-292980","0","0"
"18-293010","0","0"
"18-293020","3","3"
"18-293021","5","5"
"18-293030","5","5"
"18-293040","5","5"
"18-293050","5","5"
"18-293060","5","5"
"18-293070","0","0"
"18-293081","0","0"
"18-301020","0","0"
"18-301021","0","0"
"18-301040","0","0"
"18-301070","5","5"
"18-301071","5","5"
"18-301090","5","5"
"18-301091","5","5"
"18-301101","0","0"
"18-301110","2","2"
"18-301111","0","0"
"18-301120","0","0"
"18-301121","0","0"
"18-301141","0","0"
"18-301181","5","5"
"18-301191","5","5"
"18-301200","0","0"
"18-301221","5","5"
"18-301230","5","5"
"18-301240","5","5"
"18-301250","4","4"
"18-301251","3","3"
"18-301261","5","5"
"18-301271","5","5"
"18-301280","0","0"
"18-301290","0","0"
"18-301301","0","0"
"18-301311","4","4"
"18-301320","0","0"
"18-301330","5","5"
"18-301341","0","0"
"18-301350","5","5"
"18-301360","5","5"
"18-301370","5","5"
"18-301381","0","0"
"18-301390","5","5"
"18-301400","5","5"
"18-301410","0","0"
"18-302020","0","0"
"18-302021","0","0"
"18-302060","0","0"
"18-302070","5","5"
"18-302071","5","5"
"18-302090","5","5"
"18-302091","5","5"
"18-302101","0","0"
"18-302110","5","5"
"18-302111","5","5"
"18-302120","0","0"
"18-302121","0","0"
"18-302141","5","5"
"18-302181","0","0"
"18-302191","0","0"
"18-302200","0","0"
"18-302221","5","5"
"18-302230","0","0"
"18-302240","0","0"
"18-302250","5","5"
"18-302251","5","5"
"18-302261","5","5"
"18-302271","1","1"
"18-302280","0","0"
"18-302290","0","0"
"18-302301","0","0"
"18-302311","5","5"
"18-302320","0","0"
"18-302330","5","5"
"18-302341","0","0"
"18-302350","5","5"
"18-302360","0","0"
"18-302370","5","5"
"18-302381","5","5"
"18-302390","4","4"
"18-302400","5","5"
"18-302410","0","0"
"18-311011","0","0"
"18-312011","0","0"
"18-341010","0","0"
"18-341011","0","0"
"18-341020","0","0"
"18-341030","5","5"
"18-341040","3","3"
"18-341050","5","5"
"18-341060","5","5"
"18-341071","5","5"
"18-341080","1","1"
"18-341090","5","5"
"18-341101","5","5"
"18-341110","5","5"
"18-341120","5","5"
"18-341130","3","3"
"18-341140","5","5"
"18-341150","5","5"
"18-341161","0","0"
"18-341171","0","0"
"18-341180","5","5"
"18-341191","5","5"
"18-341200","5","5"
"18-341210","5","5"
"18-341220","5","5"
"18-341230","0","0"
"18-341241","5","5"
"18-341250","0","0"
"18-341261","0","0"
"18-341270","5","5"
"18-341280","5","5"
"18-341290","5","5"
"18-341301","5","5"
"18-341310","0","0"
"18-341320","5","5"
"18-341330","5","5"
"18-341340","0","0"
"18-341350","5","5"
"18-341360","5","5"
"18-341371","0","0"
"18-341381","5","5"
"18-341390","5","5"
"18-341400","5","5"
"18-341410","5","5"
"18-341420","0","0"
"18-341430","0","0"
"18-341440","0","0"
"18-341450","0","0"
"18-341460","0","0"
"18-341470","0","0"
"18-341480","0","0"
"18-341490","5","5"
"18-341500","0","0"
"18-341510","0","0"
"18-341520","0","0"
"18-341530","0","0"
"18-342010","0","0"
"18-342011","0","0"
"18-342020","0","0"
"18-342030","5","5"
"18-342040","5","5"
"18-342050","5","5"
"18-342060","5","5"
"18-342071","5","5"
"18-342080","5","5"
"18-342090","5","5"
"18-342101","5","5"
"18-342110","5","5"
"18-342120","0","0"
"18-342130","5","5"
"18-342140","5","5"
"18-342150","5","5"
"18-342161","5","5"
"18-342171","0","0"
"18-342180","0","0"
"18-342190","0","0"
"18-342191","5","5"
"18-342200","5","5"
"18-342210","5","5"
"18-342220","5","5"
"18-342230","0","0"
"18-342241","5","5"
"18-342250","0","0"
"18-342261","0","0"
"18-342270","5","5"
"18-342280","5","5"
"18-342290","5","5"
"18-342301","5","5"
"18-342310","0","0"
"18-342320","5","5"
"18-342330","0","0"
"18-342340","0","0"
"18-342350","5","5"
"18-342360","0","0"
"18-342371","0","0"
"18-342381","5","5"
"18-342390","0","0"
"18-342400","5","5"
"18-342410","0","0"
"18-342420","0","0"
"18-342430","0","0"
"18-342440","0","0"
"18-342450","0","0"
"18-342460","0","0"
"18-342470","0","0"
"18-342480","0","0"
"18-342490","5","5"
"18-342500","0","0"
"18-342510","0","0"
"18-342520","0","0"
"18-342530","0","0"
"18-343010","0","0"
"18-343011","5","5"
"18-343020","0","0"
"18-343021","0","0"
"18-343030","5","5"
"18-343040","5","5"
"18-343050","0","0"
"18-343060","5","5"
"18-343070","0","0"
"18-343080","0","0"
"18-343090","0","0"
"18-343100","5","5"
"18-343111","0","0"
"18-351010","5","5"
"18-351030","0","0"
"18-351040","5","5"
"18-351050","5","5"
"18-351060","5","5"
"18-351070","5","5"
"18-351080","5","5"
"18-351090","5","5"
"18-351100","5","5"
"18-351110","5","5"
"18-351120","1","1"
"18-351130","0","0"
"18-351140","5","5"
"18-351150","5","5"
"18-351160","5","5"
"18-351170","0","0"
"18-351180","0","0"
"18-351190","5","5"
"18-351200","0","0"
"18-351210","0","0"
"18-351220","0","0"
"18-351230","0","0"
"18-351240","5","5"
"18-351250","0","0"
"18-351260","0","0"
"18-351270","0","0"
"18-351280","0","0"
"18-351290","5","5"
"18-351300","0","0"
"18-351310","0","0"
"18-351320","0","0"
"18-351330","0","0"
"18-352010","4","4"
"18-352030","0","0"
"18-352040","5","5"
"18-352050","5","5"
"18-352060","5","5"
"18-352070","5","5"
"18-352080","5","5"
"18-352090","5","5"
"18-352100","5","5"
"18-352110","5","5"
"18-352120","0","0"
"18-352130","0","0"
"18-352140","5","5"
"18-352150","5","5"
"18-352160","5","5"
"18-352170","5","5"
"18-352180","0","0"
"18-352190","5","5"
"18-352200","0","0"
"18-352210","0","0"
"18-352220","0","0"
"18-352230","5","5"
"18-352240","5","5"
"18-352250","0","0"
"18-352260","0","0"
"18-352270","0","0"
"18-352280","0","0"
"18-352290","5","5"
"18-352300","0","0"
"18-352310","0","0"
"18-352320","0","0"
"18-352330","0","0"
"18-353010","4","4"
"18-353020","0","0"
"20-000001","0","0"
"20-000002","0","0"
"20-000003","0","0"
"20-000004","0","0"
"20-000006","0","0"
"20-000007","0","0"
"20-000008","0","0"
"20-000009","0","0"
"20-000010","0","0"
"20-000011","0","0"
"20-000012","0","0"
"20-000013","0","0"
"20-000014","0","0"
"20-000016","0","0"
"20-000017","0","0"
"20-000018","0","0"
"20-000019","0","0"
"20-000020","0","0"
"20-000021","0","0"
"20-000022","0","0"
"20-000023","0","0"
"20-000024","0","0"
"20-000025","0","0"
"20-000026","0","0"
"20-000027","0","0"
"20-000029","0","0"
"20-000030","0","0"
"20-000034","0","0"
"20-000046","0","0"
"20-000050","0","0"
"20-000060","0","0"
"20-000062","0","0"
"20-000064","0","0"
"20-000070","0","0"
"20-000072","0","0"
"20-000073","0","0"
"20-000074","0","0"
"20-000085","0","0"
"20-000087","0","0"
"20-000090","0","0"
"20-000091","0","0"
"20-000092","0","0"
"20-000093","0","0"
"20-000095","0","0"
"20-000096","0","0"
"20-000097","0","0"
"20-000098","0","0"
"20-000099","0","0"
"20-000100","0","0"
"20-000102","0","0"
"20-000103","0","0"
"20-000104","0","0"
"20-000105","0","0"
"20-000106","0","0"
"20-000107","0","0"
"20-000109","0","0"
"20-000110","0","0"
"20-000112","0","0"
"20-000113","0","0"
"20-000114","0","0"
"20-000115","0","0"
"20-000116","0","0"
"20-000117","0","0"
"20-000121","0","0"
"20-000127","0","0"
"20-000129","0","0"
"20-000130","0","0"
"20-000131","0","0"
"20-000134","0","0"
"20-000135","0","0"
"20-000136","0","0"
"20-000137","0","0"
"20-000138","0","0"
"20-000140","0","0"
"20-000142","0","0"
"20-000144","0","0"
"20-000147","0","0"
"20-000148","0","0"
"20-000150","0","0"
"20-000152","0","0"
"20-000157","0","0"
"20-000159","0","0"
"20-000161","0","0"
"20-000163","0","0"
"20-000164","0","0"
"20-000165","0","0"
"20-000167","0","0"
"20-000168","0","0"
"20-000169","0","0"
"20-000170","0","0"
"20-000171","0","0"
"20-000173","0","0"
"20-000174","0","0"
"20-000175","0","0"
"20-000177","0","0"
"20-000178","0","0"
"20-000179","0","0"
"20-000182","0","0"
"20-000186","0","0"
"20-000187","0","0"
"20-000188","0","0"
"20-000194","0","0"
"20-000195","0","0"
"20-000204","0","0"
"20-000209","0","0"
"20-000222","0","0"
"20-000233","0","0"
"20-000234","0","0"
"20-000235","0","0"
"20-000239","0","0"
"20-000240","0","0"
"20-000241","0","0"
"20-000243","0","0"
"20-000247","0","0"
"20-000252","0","0"
"20-000253","0","0"
"20-000257","0","0"
"20-000258","0","0"
"20-000260","0","0"
"20-000261","0","0"
"20-000262","0","0"
"20-000263","0","0"
"20-000264","0","0"
"20-000267","0","0"
"20-000268","0","0"
"20-000271","0","0"
"20-000276","0","0"
"20-000278","0","0"
"20-000287","0","0"
"20-000289","0","0"
"20-000290","0","0"
"20-000297","0","0"
"20-000701","0","0"
"20-000702","0","0"
"20-000703","0","0"
"20-002044","0","0"
"20-002045","0","0"
"20-002048","0","0"
"20-002059","0","0"
"20-002061","0","0"
"20-002066","0","0"
"20-002068","0","0"
"20-002069","0","0"
"20-002071","0","0"
"20-002080","0","0"
"20-002095","0","0"
"20-002114","0","0"
"20-002116","0","0"
"20-002117","0","0"
"20-002120","0","0"
"20-003075","0","0"
"20-003079","0","0"
"20-003082","0","0"
"20-003087","0","0"
"20-003092","0","0"
"20-003095","0","0"
"20-003100","0","0"
"20-003109","0","0"
"20-990000","0","0"
"20-990001","0","0"
"20-990002","0","0"
"20-990003","0","0"
"20-990004","0","0"
"20-990005","0","0"
"20-990006","0","0"
"20-990007","0","0"
"20-990008","0","0"
"20-990009","0","0"
"20-990010","0","0"
"20-990011","0","0"
"20-990012","0","0"
"20-990013","0","0"
"20-990014","0","0"
"20-990015","0","0"
"20-990016","0","0"
"20-990017","0","0"
"20-990018","0","0"
"20-990019","0","0"
"20-990020","0","0"
"20-990021","0","0"
"20-990022","0","0"
"20-990023","0","0"
"20-990024","0","0"
"20-990025","0","0"
"20-990026","0","0"
"20-990027","0","0"
"20-990028","0","0"
"20-990029","0","0"
"20-990030","0","0"
"20-990031","0","0"
"20-990032","0","0"
"20-990033","0","0"
"20-990034","0","0"
"20-990046","0","0"
"20-990050","0","0"
"20-990060","0","0"
"20-990062","0","0"
"20-990064","0","0"
"20-990066","0","0"
"20-990070","0","0"
"20-990071","0","0"
"20-990072","0","0"
"20-990073","0","0"
"20-990074","0","0"
"20-990075","0","0"
"20-990076","0","0"
"20-990077","0","0"
"20-990080","0","0"
"20-990081","0","0"
"20-990084","0","0"
"20-990085","0","0"
"20-990086","0","0"
"20-990087","0","0"
"20-990088","0","0"
"20-990089","0","0"
"20-990090","0","0"
"20-990091","0","0"
"20-990092","0","0"
"20-990093","0","0"
"20-990094","0","0"
"20-990095","0","0"
"20-990096","0","0"
"20-990097","0","0"
"20-990098","0","0"
"20-990099","0","0"
"20-990100","0","0"
"20-990101","0","0"
"20-990102","0","0"
"20-990103","0","0"
"20-990104","0","0"
"20-990105","0","0"
"20-990106","0","0"
"20-990107","0","0"
"20-990108","0","0"
"20-990109","0","0"
"20-990110","0","0"
"20-990112","0","0"
"20-990113","0","0"
"20-990114","0","0"
"20-990115","0","0"
"20-990116","0","0"
"20-990117","0","0"
"20-990118","0","0"
"20-990119","0","0"
"20-990120","0","0"
"20-990121","0","0"
"20-990122","0","0"
"20-990123","0","0"
"20-990127","0","0"
"20-990128","0","0"
"20-990129","0","0"
"20-990130","0","0"
"20-990131","0","0"
"20-990132","0","0"
"20-990133","0","0"
"20-990134","0","0"
"20-990135","0","0"
"20-990136","0","0"
"20-990137","0","0"
"20-990138","0","0"
"20-990139","0","0"
"20-990140","0","0"
"20-990141","0","0"
"20-990142","0","0"
"20-990143","0","0"
"20-990144","0","0"
"20-990147","0","0"
"20-990148","0","0"
"20-990149","0","0"
"20-990150","0","0"
"20-990152","0","0"
"20-990153","0","0"
"20-990154","0","0"
"20-990155","0","0"
"20-990156","0","0"
"20-990157","0","0"
"20-990158","0","0"
"20-990159","0","0"
"20-990161","0","0"
"20-990162","0","0"
"20-990163","0","0"
"20-990164","0","0"
"20-990165","0","0"
"20-990166","0","0"
"20-990167","0","0"
"20-990168","0","0"
"20-990169","0","0"
"20-990170","0","0"
"20-990171","0","0"
"20-990172","0","0"
"20-990173","0","0"
"20-990174","0","0"
"20-990175","0","0"
"20-990176","0","0"
"20-990177","0","0"
"20-990178","0","0"
"20-990179","0","0"
"20-990180","0","0"
"20-990181","0","0"
"20-990182","0","0"
"20-990183","0","0"
"20-990185","0","0"
"20-990186","0","0"
"20-990187","0","0"
"20-990188","0","0"
"20-990189","0","0"
"20-990190","0","0"
"20-990191","0","0"
"20-990192","0","0"
"20-990193","0","0"
"20-990194","0","0"
"20-990195","0","0"
"20-990196","0","0"
"20-990197","0","0"
"20-990198","0","0"
"20-990199","0","0"
"20-990200","0","0"
"20-990201","0","0"
"20-990202","0","0"
"20-990203","0","0"
"20-990204","0","0"
"20-990205","0","0"
"20-990206","0","0"
"20-990207","0","0"
"20-990208","0","0"
"20-990209","0","0"
"20-990210","0","0"
"20-990211","0","0"
"20-990212","0","0"
"20-990213","0","0"
"20-990214","0","0"
"20-990215","0","0"
"20-990216","0","0"
"20-990217","0","0"
"20-990218","0","0"
"20-990219","0","0"
"20-990220","0","0"
"20-990222","0","0"
"20-990223","0","0"
"20-990224","0","0"
"20-990225","0","0"
"20-990226","0","0"
"20-990228","0","0"
"20-990229","0","0"
"20-990230","0","0"
"20-990231","0","0"
"20-990232","0","0"
"20-990233","0","0"
"20-990234","0","0"
"20-990235","0","0"
"20-990238","0","0"
"20-990239","0","0"
"20-990240","0","0"
"20-990241","0","0"
"20-990242","0","0"
"20-990243","0","0"
"20-990244","0","0"
"20-990245","0","0"
"20-990246","0","0"
"20-990247","0","0"
"20-990250","0","0"
"20-990251","0","0"
"20-990252","0","0"
"20-990253","0","0"
"20-990254","0","0"
"20-990255","0","0"
"20-990256","0","0"
"20-990257","0","0"
"20-990258","0","0"
"20-990259","0","0"
"20-990260","0","0"
"20-990261","0","0"
"20-990262","0","0"
"20-990263","0","0"
"20-990264","0","0"
"20-990265","0","0"
"20-990266","0","0"
"20-990267","0","0"
"20-990268","0","0"
"20-990269","0","0"
"20-990271","0","0"
"20-990276","0","0"
"20-990278","0","0"
"20-990286","0","0"
"20-990287","0","0"
"20-990288","0","0"
"20-990289","0","0"
"20-990290","0","0"
"20-990291","0","0"
"20-990295","0","0"
"20-990296","0","0"
"20-990297","0","0"
"20-990400","0","0"
"20-990401","0","0"
"20-990402","0","0"
"20-990403","0","0"
"20-990404","0","0"
"20-990405","0","0"
"20-990406","0","0"
"20-990407","0","0"
